kboard student-typec 192.168.0.3 0 Fail 03:51:20_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 03:58:07_10-20-2019
kboard student-typec 192.168.0.3 1 Fail 04:10:18_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 04:10:47_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 04:11:11_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 04:12:18_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 04:12:24_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 04:27:20_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 04:28:10_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:26:24_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:27:01_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:31:57_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:32:02_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:46:40_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:47:46_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:49:00_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 06:49:31_10-20-2019
kboard student-typec 192.168.0.3 0 Fail 12:00:04_10-23-2019
