kboard clik-student3 192.168.0.16 0 Fail 03:51:19_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 03:58:07_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 04:10:42_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 04:11:06_10-20-2019
kboard clik-student3 192.168.0.16 1 Fail 04:11:35_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 04:27:44_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 04:28:34_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:27:01_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:31:57_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:32:02_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:46:40_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:47:46_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:49:00_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 06:49:30_10-20-2019
kboard clik-student3 192.168.0.16 0 Fail 12:00:28_10-23-2019
