kboard clik-student2 192.168.0.5 0 Fail 03:51:19_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 03:58:07_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 04:10:22_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 04:10:51_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 04:11:15_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 04:12:29_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 04:27:24_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 04:28:14_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:26:28_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:27:02_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:31:57_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:32:03_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:46:40_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:47:46_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:49:00_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 06:49:31_10-20-2019
kboard clik-student2 192.168.0.5 0 Fail 12:00:08_10-23-2019
